time_s,temperature_C,pwm,heat_cool
53.42,26.29,50,1
53.54,26.29,50,1
53.67,26.29,50,1
53.79,26.29,50,1
53.92,26.29,50,1
54.04,26.29,50,1
54.16,26.29,50,1
54.29,26.29,50,1
54.41,26.28,50,1
54.53,26.29,50,1
54.66,26.29,50,1
54.78,26.29,50,1
54.9,26.29,50,1
55.03,26.29,50,1
55.15,26.29,50,1
55.28,26.28,50,1
55.4,26.29,50,1
55.52,26.28,50,1
55.65,26.29,50,1
55.77,26.29,50,1
55.89,26.29,50,1
56.02,26.29,50,1
56.14,26.29,50,1
56.27,26.29,50,1
56.39,26.29,50,1
56.51,26.28,50,1
56.64,26.29,50,1
56.76,26.28,50,1
56.88,26.28,50,1
57.01,26.29,50,1
57.13,26.29,50,1
57.25,26.28,50,1
57.38,26.29,50,1
57.5,26.28,50,1
57.63,26.29,50,1
57.75,26.28,50,1
57.87,26.29,50,1
58.0,26.29,50,1
58.12,26.28,50,1
58.24,26.28,50,1
58.37,26.28,50,1
58.49,26.28,50,1
58.62,26.29,50,1
58.74,26.28,50,1
58.86,26.28,50,1
58.99,26.28,50,1
59.11,26.28,50,1
59.23,26.28,50,1
59.36,26.29,50,1
59.48,26.28,50,1
59.6,26.28,50,1
59.73,26.28,50,1
59.85,26.28,50,1
59.98,26.28,50,1
60.1,26.28,50,1
60.22,26.28,50,1
60.35,26.28,50,1
60.47,26.28,50,1
60.6,26.28,50,1
60.72,26.28,50,1
60.84,26.28,50,1
60.97,26.29,50,1
61.09,26.29,50,1
61.21,26.28,50,1
61.34,26.28,50,1
61.46,26.29,50,1
61.58,26.29,50,1
61.71,26.29,50,1
61.83,26.28,50,1
61.96,26.29,50,1
62.08,26.29,50,1
62.2,26.28,50,1
62.33,26.28,50,1
62.45,26.28,50,1
62.57,26.28,50,1
62.7,26.28,50,1
62.82,26.29,50,1
62.95,26.28,50,1
63.07,26.29,50,1
63.19,26.28,50,1
63.31,26.28,50,1
63.44,26.29,50,1
63.56,26.29,50,1
63.69,26.29,50,1
63.81,26.29,50,1
63.93,26.29,50,1
64.06,26.29,50,1
64.18,26.29,50,1
64.3,26.29,50,1
64.43,26.29,50,1
64.55,26.29,50,1
64.68,26.29,50,1
64.8,26.29,50,1
64.92,26.29,50,1
65.05,26.29,50,1
65.17,26.29,50,1
65.29,26.29,50,1
65.42,26.29,50,1
65.54,26.29,50,1
65.67,26.29,50,1
65.79,26.29,50,1
65.91,26.29,50,1
66.04,26.29,50,1
66.16,26.28,50,1
66.28,26.29,50,1
66.41,26.29,50,1
66.53,26.29,50,1
66.65,26.29,50,1
66.78,26.29,50,1
66.9,26.29,50,1
67.03,26.29,50,1
67.15,26.28,50,1
67.27,26.29,50,1
67.4,26.29,50,1
67.52,26.28,50,1
67.64,26.29,50,1
67.77,26.29,50,1
67.89,26.29,50,1
68.02,26.29,50,1
68.14,26.29,50,1
68.26,26.29,50,1
68.39,26.29,50,1
68.51,26.29,50,1
68.63,26.29,50,1
68.76,26.29,50,1
68.88,26.29,50,1
69.01,26.29,50,1
69.13,26.29,50,1
69.25,26.29,50,1
69.38,26.29,50,1
69.5,26.29,50,1
69.62,26.29,50,1
69.75,26.29,50,1
69.87,26.29,50,1
70.0,26.29,50,1
70.12,26.29,50,1
70.24,26.29,50,1
70.37,26.29,50,1
70.49,26.29,50,1
70.61,26.29,50,1
70.74,26.29,50,1
70.86,26.29,50,1
70.98,26.29,50,1
71.11,26.29,50,1
71.23,26.29,50,1
71.36,26.29,50,1
71.48,26.29,50,1
71.6,26.29,50,1
71.73,26.29,50,1
71.85,26.29,50,1
71.97,26.29,50,1
72.1,26.29,50,1
72.22,26.29,50,1
72.34,26.29,50,1
72.47,26.29,50,1
72.59,26.29,50,1
72.72,26.29,50,1
72.84,26.29,50,1
72.96,26.29,50,1
73.09,26.29,50,1
73.21,26.29,50,1
73.33,26.29,50,1
73.46,26.29,50,1
73.58,26.29,50,1
73.71,26.29,50,1
73.83,26.29,50,1
73.95,26.29,50,1
74.08,26.29,50,1
74.2,26.29,50,1
74.32,26.29,50,1
74.45,26.29,50,1
74.57,26.29,50,1
74.69,26.29,50,1
74.82,26.29,50,1
74.94,26.29,50,1
75.07,26.29,50,1
75.19,26.29,50,1
75.31,26.29,50,1
75.44,26.29,50,1
75.56,26.29,50,1
75.68,26.29,50,1
75.81,26.29,50,1
75.93,26.29,50,1
76.06,26.29,50,1
76.18,26.29,50,1
76.3,26.29,50,1
76.43,26.28,50,1
76.55,26.29,50,1
76.68,26.29,50,1
76.8,26.29,50,1
76.92,26.29,50,1
77.04,26.29,50,1
77.17,26.29,50,1
77.29,26.29,50,1
77.42,26.29,50,1
77.54,26.29,50,1
77.66,26.29,50,1
77.79,26.29,50,1
77.91,26.29,50,1
78.04,26.29,50,1
78.16,26.29,50,1
78.28,26.29,50,1
78.41,26.29,50,1
78.53,26.29,50,1
78.65,26.29,50,1
78.78,26.29,50,1
78.9,26.29,50,1
79.02,26.29,50,1
79.15,26.29,50,1
79.27,26.29,50,1
79.39,26.29,50,1
79.52,26.29,50,1
79.64,26.29,50,1
79.77,26.29,50,1
79.89,26.29,50,1
80.01,26.29,50,1
80.14,26.29,50,1
80.26,26.29,50,1
80.39,26.29,50,1
80.51,26.29,50,1
80.63,26.29,50,1
80.76,26.29,50,1
80.88,26.29,50,1
81.0,26.29,50,1
81.13,26.29,50,1
81.25,26.29,50,1
81.37,26.29,50,1
81.5,26.29,50,1
81.62,26.29,50,1
81.75,26.29,50,1
81.87,26.29,50,1
81.99,26.29,50,1
82.12,26.29,50,1
82.24,26.29,50,1
82.36,26.29,50,1
82.49,26.29,50,1
82.61,26.29,50,1
82.74,26.29,50,1
82.86,26.29,50,1
82.98,26.29,50,1
83.11,26.29,50,1
83.23,26.29,50,1
83.35,26.29,50,1
83.48,26.29,50,1
83.6,26.29,50,1
83.72,26.29,50,1
83.85,26.29,50,1
83.97,26.29,50,1
84.1,26.29,50,1
84.22,26.28,50,1
84.34,26.29,50,1
84.47,26.29,50,1
84.59,26.29,50,1
84.71,26.29,50,1
84.84,26.29,50,1
84.96,26.28,50,1
85.09,26.29,50,1
85.21,26.29,50,1
85.33,26.28,50,1
85.46,26.29,50,1
85.58,26.29,50,1
85.7,26.29,50,1
85.83,26.29,50,1
85.95,26.29,50,1
86.07,26.29,50,1
86.2,26.29,50,1
86.32,26.29,50,1
86.45,26.29,50,1
86.57,26.29,50,1
86.69,26.29,50,1
86.82,26.29,50,1
86.94,26.29,50,1
87.06,26.29,50,1
87.19,26.29,50,1
87.31,26.28,50,1
87.44,26.29,50,1
87.56,26.29,50,1
87.68,26.29,50,1
87.81,26.29,50,1
87.93,26.29,50,1
88.05,26.29,50,1
88.18,26.29,50,1
88.3,26.29,50,1
88.43,26.29,50,1
88.55,26.29,50,1
88.67,26.29,50,1
88.8,26.29,50,1
88.92,26.29,50,1
89.04,26.29,50,1
89.17,26.29,50,1
89.29,26.29,50,1
89.41,26.29,50,1
89.54,26.29,50,1
89.66,26.29,50,1
89.79,26.29,50,1
89.91,26.29,50,1
90.03,26.29,50,1
90.16,26.29,50,1
90.28,26.29,50,1
90.4,26.29,50,1
90.53,26.29,50,1
90.65,26.29,50,1
90.78,26.28,50,1
90.9,26.29,50,1
91.02,26.29,50,1
91.15,26.29,50,1
91.27,26.29,50,1
91.39,26.28,50,1
91.52,26.29,50,1
91.64,26.29,50,1
91.76,26.29,50,1
91.89,26.28,50,1
92.01,26.29,50,1
92.14,26.29,50,1
92.26,26.29,50,1
92.38,26.29,50,1
92.51,26.29,50,1
92.63,26.29,50,1
92.75,26.29,50,1
92.88,26.29,50,1
93.0,26.29,50,1
93.13,26.29,50,1
93.25,26.29,50,1
93.37,26.29,50,1
93.5,26.29,50,1
93.62,26.29,50,1
93.75,26.29,50,1
93.87,26.29,50,1
93.99,26.29,50,1
94.11,26.29,50,1
94.24,26.29,50,1
94.36,26.29,50,1
94.49,26.29,50,1
94.61,26.29,50,1
94.73,26.29,50,1
94.86,26.29,50,1
94.98,26.29,50,1
95.11,26.29,50,1
95.23,26.28,50,1
95.35,26.29,50,1
95.48,26.29,50,1
95.6,26.28,50,1
95.72,26.29,50,1
95.85,26.29,50,1
95.97,26.29,50,1
96.09,26.29,50,1
96.22,26.29,50,1
96.34,26.29,50,1
96.46,26.29,50,1
96.59,26.29,50,1
96.71,26.29,50,1
96.84,26.29,50,1
96.96,26.29,50,1
97.08,26.29,50,1
97.21,26.29,50,1
97.33,26.29,50,1
97.46,26.29,50,1
97.58,26.29,50,1
97.7,26.29,50,1
97.83,26.29,50,1
97.95,26.29,50,1
98.07,26.29,50,1
98.2,26.29,50,1
98.32,26.29,50,1
98.44,26.29,50,1
98.57,26.29,50,1
98.69,26.29,50,1
98.82,26.29,50,1
98.94,26.29,50,1
99.06,26.29,50,1
99.19,26.29,50,1
99.31,26.29,50,1
99.43,26.29,50,1
99.56,26.29,50,1
99.68,26.29,50,1
99.81,26.29,50,1
99.93,26.29,50,1
100.05,26.29,50,1
100.18,26.29,50,1
100.3,26.28,50,1
100.42,26.29,50,1
100.55,26.29,50,1
100.67,26.28,50,1
100.8,26.29,50,1
100.92,26.28,50,1
101.04,26.29,50,1
101.17,26.29,50,1
101.29,26.29,50,1
101.41,26.29,50,1
101.54,26.29,50,1
101.66,26.29,50,1
101.79,26.29,50,1
101.91,26.28,50,1
102.03,26.29,50,1
102.16,26.29,50,1
102.28,26.29,50,1
102.4,26.29,50,1
102.53,26.29,50,1
102.65,26.29,50,1
102.77,26.29,50,1
102.9,26.29,50,1
103.02,26.29,50,1
103.15,26.29,50,1
103.27,26.29,50,1
103.39,26.29,50,1
103.52,26.29,50,1
103.64,26.29,50,1
103.77,26.29,50,1
103.89,26.29,50,1
104.01,26.28,50,1
104.14,26.29,50,1
104.26,26.28,50,1
104.38,26.29,50,1
104.51,26.29,50,1
104.63,26.29,50,1
104.76,26.28,50,1
104.88,26.29,50,1
105.0,26.28,50,1
105.13,26.29,50,1
105.25,26.29,50,1
105.37,26.29,50,1
105.5,26.29,50,1
105.62,26.29,50,1
105.75,26.29,50,1
105.87,26.28,50,1
105.99,26.29,50,1
106.12,26.29,50,1
106.24,26.28,50,1
106.36,26.29,50,1
106.49,26.29,50,1
106.61,26.29,50,1
106.73,26.29,50,1
106.86,26.28,50,1
106.98,26.29,50,1
107.11,26.28,50,1
107.23,26.29,50,1
107.36,26.28,50,1
107.48,26.29,50,1
107.6,26.28,50,1
107.72,26.28,50,1
107.85,26.28,50,1
107.97,26.28,50,1
108.1,26.28,50,1
108.22,26.28,50,1
108.34,26.28,50,1
108.47,26.29,50,1
108.59,26.29,50,1
108.72,26.29,50,1
108.84,26.29,50,1
108.96,26.28,50,1
109.09,26.29,50,1
109.21,26.28,50,1
109.33,26.29,50,1
109.46,26.28,50,1
109.58,26.28,50,1
109.7,26.28,50,1
109.83,26.28,50,1
109.95,26.29,50,1
110.08,26.28,50,1
110.2,26.29,50,1
110.32,26.29,50,1
110.45,26.28,50,1
110.57,26.29,50,1
110.69,26.28,50,1
110.82,26.28,50,1
110.94,26.29,50,1
111.07,26.28,50,1
111.19,26.28,50,1
111.31,26.28,50,1
111.44,26.28,50,1
111.56,26.28,50,1
111.68,26.29,50,1
111.81,26.29,50,1
111.93,26.29,50,1
112.06,26.28,50,1
112.18,26.28,50,1
112.3,26.28,50,1
112.43,26.28,50,1
112.55,26.28,50,1
112.68,26.28,50,1
112.8,26.28,50,1
112.92,26.28,50,1
113.05,26.28,50,1
113.17,26.28,50,1
113.29,26.28,50,1
113.42,26.28,50,1
113.54,26.28,50,1
113.67,26.28,50,1
113.79,26.28,50,1
113.91,26.28,50,1
114.04,26.28,50,1
114.16,26.28,50,1
114.28,26.28,50,1
114.41,26.28,50,1
114.53,26.28,50,1
114.65,26.28,50,1
114.78,26.28,50,1
114.9,26.28,50,1
115.03,26.28,50,1
115.15,26.28,50,1
115.27,26.28,50,1
115.4,26.28,50,1
115.52,26.28,50,1
115.64,26.28,50,1
115.77,26.28,50,1
115.89,26.28,50,1
116.02,26.28,50,1
116.14,26.28,50,1
116.26,26.28,50,1
116.39,26.28,50,1
116.51,26.28,50,1
116.63,26.29,50,1
116.76,26.28,50,1
116.88,26.4,50,1
117.01,26.55,50,1
117.13,26.48,50,1
117.25,26.47,50,1
117.38,26.46,50,1
117.5,26.46,50,1
117.62,26.46,50,1
117.75,26.46,50,1
117.87,26.46,50,1
118.0,26.46,50,1
118.12,26.46,50,1
118.24,26.46,50,1
118.37,26.46,50,1
118.49,26.46,50,1
118.62,26.46,50,1
118.74,26.46,50,1
118.86,26.47,50,1
118.99,26.47,50,1
119.11,26.5,50,1
119.23,26.51,50,1
119.36,26.51,50,1
119.48,26.53,50,1
119.61,26.53,50,1
119.73,26.53,50,1
119.85,26.51,50,1
119.98,26.47,50,1
120.1,26.46,50,1
120.22,26.46,50,1
120.35,26.46,50,1
120.47,26.52,50,1
120.59,26.52,50,1
120.72,26.49,50,1
120.84,26.46,50,1
120.97,26.51,50,1
121.09,26.53,50,1
121.21,26.52,50,1
121.34,26.55,50,1
121.46,26.55,50,1
121.58,26.55,50,1
121.71,26.55,50,1
121.83,26.54,50,1
121.96,26.54,50,1
122.08,26.54,50,1
122.2,26.53,50,1
122.33,26.52,50,1
122.45,26.53,50,1
122.57,26.52,50,1
122.7,26.53,50,1
122.82,26.52,50,1
122.95,26.53,50,1
123.07,26.5,50,1
123.19,26.54,50,1
123.32,26.55,50,1
123.44,26.55,50,1
123.57,26.55,50,1
123.69,26.55,50,1
123.81,26.55,50,1
123.94,26.55,50,1
124.06,26.55,50,1
124.18,26.54,50,1
124.31,26.54,50,1
124.43,26.55,50,1
124.55,26.55,50,1
124.68,26.55,50,1
124.8,26.55,50,1
124.93,26.55,50,1
125.05,26.55,50,1
125.17,26.55,50,1
125.3,26.54,50,1
125.42,26.54,50,1
125.54,26.55,50,1
125.67,26.54,50,1
125.79,26.52,50,1
125.92,26.5,50,1
126.04,26.53,50,1
126.16,26.53,50,1
126.29,26.53,50,1
126.41,26.48,50,1
126.54,26.46,50,1
126.66,26.46,50,1
126.78,26.46,50,1
126.91,26.47,50,1
127.03,26.46,50,1
127.15,26.5,50,1
127.28,26.55,50,1
127.4,26.55,50,1
127.52,26.55,50,1
127.65,26.54,50,1
127.77,26.5,50,1
127.9,26.52,50,1
128.02,26.46,50,1
128.14,26.46,50,1
128.27,26.46,50,1
128.39,26.46,50,1
128.52,26.46,50,1
128.64,26.46,50,1
128.76,26.46,50,1
128.89,26.46,50,1
129.01,26.46,50,1
129.13,26.46,50,1
129.26,26.46,50,1
129.38,26.46,50,1
129.51,26.46,50,1
129.63,26.46,50,1
129.75,26.46,50,1
129.88,26.46,50,1
130.0,26.55,50,1
130.12,26.55,50,1
130.25,26.57,50,1
130.37,26.54,50,1
130.5,26.53,50,1
130.62,26.46,50,1
130.74,26.47,50,1
130.87,26.46,50,1
130.99,26.46,50,1
131.11,26.46,50,1
131.24,26.47,50,1
131.36,26.54,50,1
131.49,26.54,50,1
131.61,26.52,50,1
131.73,26.54,50,1
131.86,26.53,50,1
131.98,26.54,50,1
132.1,26.54,50,1
132.23,26.48,50,1
132.35,26.49,50,1
132.47,26.53,50,1
132.6,26.52,50,1
132.72,26.5,50,1
132.85,26.48,50,1
132.97,26.48,50,1
133.09,26.48,50,1
133.22,26.48,50,1
133.34,26.48,50,1
133.47,26.47,50,1
133.59,26.48,50,1
133.71,26.49,50,1
133.84,26.53,50,1
133.96,26.51,50,1
134.08,26.53,50,1
134.21,26.55,50,1
134.33,26.53,50,1
134.46,26.51,50,1
134.58,26.5,50,1
134.7,26.52,50,1
134.83,26.53,50,1
134.95,26.54,50,1
135.07,26.52,50,1
135.2,26.52,50,1
135.32,26.52,50,1
135.45,26.51,50,1
135.57,26.51,50,1
135.69,26.51,50,1
135.82,26.51,50,1
135.94,26.51,50,1
136.06,26.51,50,1
136.19,26.52,50,1
136.31,26.55,50,1
136.43,26.54,50,1
136.56,26.54,50,1
136.68,26.54,50,1
136.81,26.54,50,1
136.93,26.54,50,1
137.05,26.54,50,1
137.18,26.54,50,1
137.3,26.54,50,1
137.42,26.54,50,1
137.55,26.54,50,1
137.67,26.54,50,1
137.8,26.54,50,1
137.92,26.54,50,1
138.04,26.53,50,1
138.17,26.53,50,1
138.29,26.53,50,1
138.41,26.53,50,1
138.54,26.53,50,1
138.66,26.53,50,1
138.79,26.54,50,1
138.91,26.54,50,1
139.03,26.53,50,1
139.16,26.53,50,1
139.28,26.53,50,1
139.41,26.53,50,1
139.53,26.53,50,1
139.65,26.53,50,1
139.78,26.53,50,1
139.9,26.53,50,1
140.02,26.53,50,1
140.15,26.53,50,1
140.27,26.53,50,1
140.39,26.53,50,1
140.52,26.54,50,1
140.64,26.54,50,1
140.77,26.53,50,1
140.89,26.54,50,1
141.01,26.54,50,1
141.14,26.54,50,1
141.26,26.54,50,1
141.38,26.54,50,1
141.51,26.54,50,1
141.63,26.54,50,1
141.76,26.54,50,1
141.88,26.54,50,1
142.0,26.54,50,1
142.13,26.54,50,1
142.25,26.54,50,1
142.37,26.54,50,1
142.5,26.54,50,1
