time_s,temperature_C,pwm,heat_cool
65.0,13.02,100,0
65.14,13.02,100,0
65.27,13.02,100,0
65.41,13.03,100,0
65.54,13.0,100,0
65.67,13.0,100,0
65.81,13.01,100,0
65.94,13.0,100,0
66.07,13.01,100,0
66.21,13.01,100,0
66.34,13.01,100,0
66.48,13.0,100,0
66.61,13.0,100,0
66.75,13.01,100,0
66.88,12.99,100,0
67.01,12.99,100,0
67.15,13.0,100,0
67.28,12.98,100,0
67.41,13.0,100,0
67.55,13.02,100,0
67.68,13.0,100,0
67.82,12.99,100,0
67.95,12.98,100,0
68.08,12.99,100,0
68.22,12.99,100,0
68.35,12.99,100,0
68.48,12.97,100,0
68.62,12.96,100,0
68.75,12.99,100,0
68.89,12.99,100,0
69.02,12.96,100,0
69.15,12.97,100,0
69.29,12.98,100,0
69.42,12.97,100,0
69.56,12.98,100,0
69.69,12.99,100,0
69.82,12.99,100,0
69.96,12.96,100,0
70.09,12.96,100,0
70.22,12.95,100,0
70.36,12.97,100,0
70.49,12.98,100,0
70.63,12.96,100,0
70.76,12.96,100,0
70.89,12.97,100,0
71.03,12.95,100,0
71.16,12.98,100,0
71.3,12.96,100,0
71.43,12.95,100,0
71.56,12.93,100,0
71.7,12.97,100,0
71.83,12.94,100,0
71.96,12.96,100,0
72.1,12.96,100,0
72.23,12.95,100,0
72.37,12.94,100,0
72.5,12.94,100,0
72.63,12.96,100,0
72.77,12.95,100,0
72.9,12.93,100,0
73.04,12.94,100,0
73.17,12.96,100,0
73.3,12.93,100,0
73.44,12.95,100,0
73.57,12.93,100,0
73.7,12.95,100,0
73.84,12.95,100,0
73.97,12.92,100,0
74.11,12.93,100,0
74.24,12.92,100,0
74.37,12.91,100,0
74.51,12.93,100,0
74.64,12.93,100,0
74.78,12.91,100,0
74.91,12.95,100,0
75.04,12.93,100,0
75.18,12.94,100,0
75.31,12.93,100,0
75.45,12.92,100,0
75.58,12.9,100,0
75.71,12.93,100,0
75.85,12.91,100,0
75.98,12.91,100,0
76.11,12.92,100,0
76.25,12.93,100,0
76.38,12.9,100,0
76.52,12.91,100,0
76.65,12.9,100,0
76.78,12.91,100,0
76.92,12.91,100,0
77.05,12.89,100,0
77.19,12.92,100,0
77.32,12.91,100,0
77.45,12.89,100,0
77.59,12.92,100,0
77.72,12.9,100,0
77.86,12.89,100,0
77.99,12.89,100,0
78.12,12.9,100,0
78.26,12.89,100,0
78.39,12.89,100,0
78.52,12.88,100,0
78.66,12.89,100,0
78.79,12.89,100,0
78.93,12.88,100,0
79.06,12.91,100,0
79.19,12.88,100,0
